wikidata,department_label,commune_label
Q550256,Jura,Courbouzon
Q213389,Ain,Bouligneux
Q550269,Aube,Piney
Q587026,Gironde,Saint-Sulpice-de-Pommiers
Q550396,Marne,Gourgançon
Q550438,Doubs,Fleurey
Q550322,Calvados,Meuvaines
Q339558,Haute-Saône,Frédéric-Fontaine
Q587061,Somme,Picquigny
Q586670,Saône-et-Loire,Chassy
Q339998,Bas-Rhin,Wickersheim-Wilshausen
Q340061,Loiret,Lion-en-Sullias
Q544305,Loire-Atlantique,Noyal-sur-Brutz
Q544345,Pyrénées-Atlantiques,Lalonquette
Q550585,Gers,Préchac
Q550494,Marne,Vraux
Q381557,Somme,Monsures
Q381514,Drôme,Châteauneuf-sur-Isère
Q586658,Hautes-Pyrénées,Sentous
Q544313,Manche,Baudre
Q586999,Eure,Heudreville-sur-Eure
Q213382,Ille-et-Vilaine,Boisgervilly
Q381582,Haut-Rhin,Grussenheim
Q340112,Eure,Boulleville
Q381549,Haut-Rhin,Herrlisheim-près-Colmar
Q586773,Somme,Plachy-Buyon
Q587154,Seine-Maritime,Trémauville
Q213404,Ain,Bolozon
Q586546,Ardennes,Antheny
Q544398,Hautes-Pyrénées,Tilhouse
Q544433,Dordogne,Sainte-Orse
Q213397,Ain,Bény
Q587066,Meurthe-et-Moselle,Port-sur-Seille
Q544569,Indre,Lignerolles
Q381596,Haut-Rhin,Griesbach-au-Val
Q551545,Haut-Rhin,Anjoutey
Q551545,Territoire de Belfort,Anjoutey
Q550554,Côte-d'Or,La Roche-Vanneau
Q587223,Somme,Ponches-Estruval
Q213414,Ille-et-Vilaine,La Selle-Guerchaise
Q550375,Calvados,Saint-Lambert
Q587192,Pas-de-Calais,Ferques
Q544588,Ille-et-Vilaine,Sens-de-Bretagne
Q587067,Savoie,Montvalezan
Q381572,Haut-Rhin,Hochstatt
Q544441,Loire,Veauchette
Q544435,Marne,Pierre-Morains
Q587042,Indre,Cluis
Q544613,Eure,Saint-Aubin-sur-Gaillon
Q544505,Marne,Souain-Perthes-lès-Hurlus
Q381566,Haut-Rhin,Hecken
Q587253,Somme,Pont-de-Metz
Q550461,Aisne,Couvrelles
Q566251,Côte-d'Or,Bissey-la-Pierre
Q544572,Manche,Saint-Senier-sous-Avranches
Q550496,Haute-Saône,Besnans
Q381775,Haut-Rhin,Bettendorf
Q544638,Côte-d'Or,Avosnes
Q381585,Haut-Rhin,Hirtzfelden
Q381598,Haut-Rhin,Guémar
Q381620,Haut-Rhin,Dolleren
Q544662,Haute-Marne,Hallignicourt
Q566253,Côte-d'Or,Cérilly
Q381608,Haut-Rhin,Geiswasser
Q381604,Haut-Rhin,Fréland
Q587478,Somme,Pœuilly
Q381613,Bas-Rhin,Thal-Marmoutier
Q551433,Haute-Saône,Anjeux
Q544591,Somme,Bouillancourt-la-Bataille
Q550472,Ain,Saint-Julien-sur-Reyssouze
Q213481,Loire-Atlantique,La Baule-Escoublac
Q566255,Côte-d'Or,Channay
Q544466,Aube,Saint-Aubin
Q566252,Côte-d'Or,Bouix
Q213555,Haute-Corse,Corte
Q381743,Ille-et-Vilaine,Grand-Fougeray
Q544625,Doubs,Les Gras
Q213505,Ille-et-Vilaine,Loutehel
Q587302,Vosges,Biécourt
Q587286,Ardennes,Dricourt
Q587398,Loir-et-Cher,Saint-Arnoult
Q213501,Aveyron,Villefranche-de-Rouergue
Q544752,Calvados,Barou-en-Auge
Q566250,Côte-d'Or,Balot
Q381847,Haut-Rhin,Hirsingue
Q587486,Cher,Menetou-Couture
Q213418,Ille-et-Vilaine,Le Pertre
Q544660,Vienne,Saint-Jean-de-Sauves
Q544681,Meurthe-et-Moselle,Viéville-en-Haye
Q587323,Orne,Mahéru
Q566527,Côte-d'Or,Fontaines-les-Sèches
Q544753,Somme,Mouflers
Q587268,Somme,Pendé
Q566526,Côte-d'Or,Marcenay
Q587341,Haute-Marne,Sailly
Q587542,Pas-de-Calais,Hermelinghen
Q631219,Haute-Marne,Leffonds
Q213564,Ille-et-Vilaine,Étrelles
Q544926,Corrèze,Benayes
Q544929,Marne,Verdon
Q566528,Côte-d'Or,Griselles
Q213497,Vendée,Fontenay-le-Comte
Q381659,Bas-Rhin,Soultz-sous-Forêts
Q213641,Meurthe-et-Moselle,Prény
Q631244,Marne,Servon-Melzicourt
Q545015,Puy-de-Dôme,Chaptuzat
Q566843,Côte-d'Or,Nicey
Q384471,Finistère,Guimiliau
Q384485,Drôme,Barsac
Q381939,Pas-de-Calais,Westrehem
Q213639,Yonne,Vézinnes
Q384620,Nord,Ramousies
Q213513,Mayenne,Mayenne
Q381917,Pas-de-Calais,Willerval
Q213634,Yonne,Fouchères
Q545139,Indre-et-Loire,Manthelan
Q545149,Landes,Vieux-Boucau-les-Bains
Q381771,Ardèche,Saint-Remèze
Q545330,Haute-Vienne,Flavignac
Q213631,Lot-et-Garonne,Roumagne
Q384516,Haut-Rhin,Saint-Louis
Q631274,Loire-Atlantique,Couëron
Q566530,Côte-d'Or,Laignes
Q566531,Côte-d'Or,Étais
Q544957,Savoie,Feissons-sur-Salins
Q544967,Mayenne,Saint-Pierre-la-Cour
Q381818,Ardèche,Pradons
Q381855,Drôme,Bézaudun-sur-Bîne
Q381999,Finistère,Pouldergat
Q384478,Puy-de-Dôme,Saint-Victor-Montvianeix
Q213653,Meuse,Gussainville
Q545027,Pas-de-Calais,Merck-Saint-Liévin
Q381879,Haut-Rhin,Hettenschlag
Q213646,Lot-et-Garonne,Saint-Jean-de-Duras
Q631385,Aude,Durban-Corbières
Q213509,Saône-et-Loire,Charolles
Q381872,Drôme,Eymeux
Q545419,Hautes-Pyrénées,Aulon
Q213656,Ille-et-Vilaine,Le Theil-de-Bretagne
Q213584,Ille-et-Vilaine,Bains-sur-Oust
Q384489,Aube,Allibaudières
Q213866,Vosges,Arrentès-de-Corcieux
Q213657,Lot-et-Garonne,Pindères
Q382008,Haut-Rhin,Bretten
Q384675,Drôme,Bouvières
Q631399,Dordogne,Villars
Q545530,Mayenne,Saint-Erblon
Q566751,Seine-Maritime,Anneville-Ambourville
Q631265,Nord,Halluin
Q381869,Haut-Rhin,Gundolsheim
Q545535,Manche,Saint-Jean-le-Thomas
Q381952,Pas-de-Calais,Wismes
Q384494,Drôme,La Bâtie-des-Fonds
Q545485,Maine-et-Loire,Beaulieu-sur-Layon
Q213862,Yonne,Villiers-Louis
Q384673,Orne,Berjou
Q545491,Somme,Hénencourt
Q382023,Corse-du-Sud,Afa
Q384693,Alpes-Maritimes,Gilette
Q545447,Haut-Rhin,Wattwiller
Q631563,Hautes-Alpes,La Haute-Beaume
Q631512,Nièvre,Crux-la-Ville
Q631435,Indre-et-Loire,Le Grand-Pressigny
Q631453,Indre,Mézières-en-Brenne
Q631551,Drôme,Saint-Gervais-sur-Roubion
Q213823,Lot-et-Garonne,Saint-Pé-Saint-Simon
Q213650,Yonne,La Belliole
Q384679,Doubs,Moncey
Q384795,Pas-de-Calais,Planques
Q631468,Pas-de-Calais,Arleux-en-Gohelle
Q631353,Lozère,Chaudeyrac
Q631419,Aude,Saint-Hilaire
Q384746,Haute-Marne,Palaiseul
Q384649,Drôme,Aleyrac
Q382079,Pas-de-Calais,Fressin
Q545583,Hautes-Alpes,La Freissinouse
Q213872,Yonne,Fontaines
Q213883,Aisne,Villers-Cotterêts
Q631502,Aisne,Bucy-le-Long
Q631592,Nord,Écuélin
Q213885,Vosges,Mazirot
Q214072,Yonne,Escamps
Q384704,Drôme,Arpavon
Q545598,Mayenne,Martigné-sur-Mayenne
Q382038,Pas-de-Calais,Souastre
Q631575,Isère,Roybon
Q384668,Drôme,Aubres
Q382095,Finistère,Trégunc
Q213858,Yonne,Vinneuf
Q545592,Marne,Anthenay
Q214135,Yonne,Villiers-Saint-Benoît
Q545572,Marne,Écollemont
Q385081,Gers,Saint-Aunix-Lengros
Q384833,Ardèche,Labastide-de-Virac
Q382272,Lot-et-Garonne,Monflanquin
Q631686,Somme,Ramburelles
Q545521,Haute-Saône,Dampierre-lès-Conflans
Q545556,Nord,Caëstre
Q214205,Yonne,Ravières
Q382048,Pas-de-Calais,Tardinghen
Q382302,Ardèche,Montselgues
Q384735,Drôme,Barret-de-Lioure
Q382309,Ardèche,Chanéac
Q382281,Dordogne,Monpazier
Q631622,Isère,La Mure
Q614944,Loiret,Nancray-sur-Rimarde
Q631582,Vaucluse,Sault
Q614881,Tarn,Arifat
Q631559,Hautes-Alpes,La Faurie
Q385291,Drôme,Izon-la-Bruisse
Q382182,Corrèze,Sarran
Q384838,Hérault,Pomérols
Q382327,Lozère,La Bastide-Puylaurent
Q214376,Côtes-d'Armor,Saint-Igeaux
Q214379,Côtes-d'Armor,Goudelin
Q385145,Ariège,Illier-et-Laramade
Q631664,Vienne,Saint-Gaudent
Q385053,Ardennes,Semide
Q385408,Pyrénées-Atlantiques,Suhescun
Q384712,Aisne,Torcy-en-Valois
Q384722,Drôme,Grignan
Q614813,Lot-et-Garonne,Saint-Georges
Q214282,Yonne,Fleury-la-Vallée
Q614846,Saône-et-Loire,Anzy-le-Duc
Q631716,Vaucluse,Saint-Christol
Q545619,Gers,Saint-Lary
Q614826,Seine-Maritime,Ingouville
Q385350,Indre-et-Loire,Courcelles-de-Touraine
Q631920,Manche,Montbray
Q385359,Hérault,Castanet-le-Haut
Q382337,Lozère,Prévenchères
Q614815,Pas-de-Calais,Quernes
Q214383,Finistère,Plounévézel
Q419483,Seine-et-Marne,La Chapelle-Saint-Sulpice
Q214373,Côtes-d'Armor,Boqueho
Q385282,Isère,Barraux
Q214327,Yonne,Les Sièges
Q614945,Jura,Saugeot
Q631606,Vaucluse,Saint-Pierre-de-Vassols
Q385446,Dordogne,Soulaures
Q214366,Finistère,La Martyre
Q385527,Pas-de-Calais,Saint-Pol-sur-Ternoise
Q419520,Seine-et-Marne,Les Chapelles-Bourbon
Q614866,Seine-Maritime,Illois
Q631928,Manche,Saint-Martin-de-Bonfossé
Q614955,Savoie,Ayn
Q385467,Deux-Sèvres,Saint-Christophe-sur-Roc
Q385617,Seine-et-Marne,Mauregard
Q421681,Ardennes,Balham
Q614903,Pas-de-Calais,Vacquerie-le-Boucq
Q631872,Somme,Rainneville
Q631729,Aude,Fournes-Cabardès
Q614977,Jura,Sergenon
Q419596,Seine-et-Marne,Châteaubleau
Q631902,Gers,Lasséran
Q631801,Somme,Quesnoy-le-Montant
Q419541,Seine-et-Marne,Charmentray
Q614883,Seine-Maritime,Lamberville
Q614971,Jura,Saligney
Q614912,Haute-Marne,Mirbel
Q632033,Maine-et-Loire,Mouliherne
Q385616,Hérault,Mèze
Q631941,Manche,Varenguebec
Q631952,Vendée,Saint-Prouant
Q214389,Côtes-d'Armor,Bulat-Pestivien
Q614963,Jura,Sarrogna
Q385344,Manche,Dragey-Ronthon
Q214392,Côtes-d'Armor,Trégonneau
Q631983,Somme,Rivery
Q421687,Ardennes,Semuy
Q631838,Vaucluse,Saumane-de-Vaucluse
Q425652,Côte-d'Or,Boussey
Q214401,Finistère,Saint-Vougay
Q631977,Tarn,Mazamet
Q421927,Finistère,Île-de-Batz
Q614995,Corrèze,Chasteaux
Q614967,Haute-Garonne,Villeneuve-lès-Bouloc
Q385552,Nord,Holque
Q385430,Lot,Espagnac-Sainte-Eulalie
Q615153,Jura,Rix
Q385700,Drôme,Eurre
Q425766,Haute-Saône,Alaincourt
Q631960,Isère,Pont-en-Royans
Q421692,Ardennes,Saint-Germainmont
Q214420,Côtes-d'Armor,Trédarzec
Q421932,Ardennes,Vaux-Champagne
Q214414,Côtes-d'Armor,Hémonstoir
Q425764,Tarn-et-Garonne,Saint-Cirice
Q421697,Ardennes,Sainte-Vaubourg
Q385717,Pas-de-Calais,Chocques
Q425808,Cher,Villecelin
Q614988,Essonne,Souzy-la-Briche
Q214396,Côtes-d'Armor,Broons
Q385781,Seine-Maritime,Croixdalle
Q214412,Lot-et-Garonne,Massoulès
Q632044,Pyrénées-Orientales,Ur
Q615070,Jura,Saint-Loup
Q632053,Pyrénées-Orientales,Llo
Q214405,Lot-et-Garonne,Xaintrailles
Q214398,Meuse,Étraye
Q385585,Marne,Chaumuzy
Q425568,Saône-et-Loire,Mellecey
Q631988,Doubs,Arcey
Q615056,Haute-Vienne,Saint-Genest-sur-Roselle
Q385732,Manche,Yquelon
Q632081,Haute-Garonne,Saint-Bertrand-de-Comminges
Q385659,Seine-et-Marne,Montévrain
Q615113,Mayenne,Andouillé
Q214417,Lot-et-Garonne,Fals
Q632072,Haute-Garonne,Barbazan
Q385786,Haute-Garonne,Mauvezin
Q385859,Calvados,Louvigny
Q426250,Eure,Incarville
Q615159,Marne,Ludes
Q615142,Corrèze,Meyssac
Q214434,Finistère,Plourin
Q426289,Sarthe,Prévelles
Q426059,Meurthe-et-Moselle,Gondrexon
Q385983,Doubs,Bavans
Q385998,Vienne,Savigné
Q425892,Haute-Saône,Auxon
Q385670,Rhône,Taluyers
Q385956,Vaucluse,Mazan
Q615147,Jura,Rothonay
Q214428,Finistère,Saint-Urbain
Q615249,Isère,Montagnieu
Q632087,Gers,Sarrant
Q632058,Hautes-Pyrénées,Barèges
Q615163,Haute-Saône,Plancher-les-Mines
Q426268,Alpes-Maritimes,Rimplas
Q632125,Eure,Montreuil-l'Argillé
Q214425,Finistère,Saint-Thois
Q615177,Jura,Romange
Q385939,Saône-et-Loire,Trivy
Q385946,Charente-Maritime,Coivert
Q386085,Haute-Savoie,Quintal
Q425957,Maine-et-Loire,Étriché
Q632117,Hautes-Pyrénées,Arreau
Q385729,Hautes-Alpes,Barcillonnette
Q615165,Jura,Santans
Q426202,Oise,Saint-Aubin-en-Bray
Q214547,Côtes-d'Armor,Plorec-sur-Arguenon
Q214422,Finistère,Lanildut
Q614993,Jura,Saint-Baraing
Q214540,Doubs,Pontarlier
Q615218,Jura,Recanoz
Q632107,Haute-Garonne,Cugnaux
Q632152,Eure-et-Loir,La Bazoche-Gouet
Q385751,Marne,Larzicourt
Q425978,Nord,Potelle
Q214562,Calvados,Cottun
Q214575,Loir-et-Cher,Vendôme
Q426480,Nord,Raillencourt-Sainte-Olle
Q426379,Oise,Monchy-Saint-Éloi
Q214555,Côtes-d'Armor,Saint-Clet
Q426375,Seine-Maritime,Hautot-sur-Mer
Q386429,Corrèze,Saint-Pantaléon-de-Lapleau
Q386122,Rhône,Rillieux-la-Pape
Q426469,Haute-Vienne,Saint-Hilaire-les-Places
Q386044,Gironde,Cauvignac
Q632145,Charente-Maritime,Saint-Martial-de-Mirambeau
Q214432,Eure-et-Loir,Nogent-le-Rotrou
Q214570,Côtes-d'Armor,Canihuel
Q214578,Côtes-d'Armor,Tréméven
Q632063,Gers,Fourcès
Q615493,Jura,Bief-du-Fourg
Q386004,Somme,Bouzincourt
Q386028,Haut-Rhin,Brebotte
Q386028,Territoire de Belfort,Brebotte
Q632201,Eure,Radepont
Q632170,Aude,Feuilla
Q632101,Somme,Remiencourt
Q615188,Jura,Saint-Cyr-Montmalin
Q615452,Gers,Courties
Q426533,Aube,Rances
Q615202,Jura,Ruffey-sur-Seille
Q615262,Haute-Marne,Montreuil-sur-Blaise
Q632182,Somme,Cardonnette
Q615282,Haute-Marne,Mouilleron
Q632075,Somme,Ribeaucourt
Q615410,Vendée,Cugand
Q632143,Isère,La Buissière
Q214598,Côtes-d'Armor,Plérin
Q214600,Loir-et-Cher,Romorantin-Lanthenay
Q632139,Loire-Atlantique,Ligné
Q386436,Haute-Loire,Blassac
Q426231,Cher,Aubigny-sur-Nère
Q426563,Aube,Rhèges
Q386227,Seine-Maritime,Grainville-la-Teinturière
Q632134,Eure,Normanville
Q426434,Pyrénées-Atlantiques,Samsons-Lion
Q632191,Isère,Roussillon
Q214606,Finistère,Querrien
Q615269,Haute-Marne,Montcharvot
Q214597,Haute-Vienne,Bellac
Q214568,Charente-Maritime,Île-d'Aix
Q386685,Tarn-et-Garonne,Sérignac
Q615627,Puy-de-Dôme,La Chaulme
Q426922,Nord,Cousolre
Q632251,Drôme,Saint-Marcel-lès-Valence
Q214587,Finistère,Lennon
Q426497,Aube,La Chaise
Q426483,Meuse,Belleray
Q632186,Aude,Jonquières
Q214658,Vosges,Longchamp-sous-Châtenois
Q426508,Indre-et-Loire,Chançay
Q214616,Côtes-d'Armor,Le Fœil
Q632287,Gers,Larroque-sur-l'Osse
Q386502,Haute-Garonne,Labastide-Saint-Sernin
Q214631,Côtes-d'Armor,Minihy-Tréguier
Q214641,Vosges,Saint-Paul
Q386923,Aude,Fajac-la-Relenque
Q387026,Gers,Marseillan
Q386356,Corrèze,Meyrignac-l'Église
Q214695,Vosges,Médonville
Q632257,Eure,La Neuve-Lyre
Q632269,Seine-Maritime,Aumale
Q615304,Saône-et-Loire,Saint-Laurent-en-Brionnais
Q426920,Deux-Sèvres,Saint-Varent
Q387037,Lot-et-Garonne,Leyritz-Moncassin
Q387159,Vosges,Sauville
Q632224,Deux-Sèvres,Glénay
Q386534,Orne,Villedieu-lès-Bailleul
Q214636,Côtes-d'Armor,Ruca
Q386722,Eure,Neuville-sur-Authou
Q386778,Vaucluse,Pertuis
Q427222,Pas-de-Calais,Siracourt
Q632175,Isère,Meylan
Q615642,Lot,Durbans
Q214625,Côtes-d'Armor,Yvias
Q615448,Haute-Saône,Brotte-lès-Luxeuil
Q632281,Isère,Vinay
Q386557,Loire,Palogneux
Q615706,Ariège,Saint-Jean-du-Falga
Q214698,Meuse,Thonne-le-Thil
Q615739,Alpes-Maritimes,Valderoure
Q615501,Pyrénées-Atlantiques,Saint-Armou
Q427238,Landes,Mimbaste
Q426940,Pas-de-Calais,Bermicourt
Q426692,Calvados,Englesqueville-en-Auge
Q632294,Savoie,Lescheraines
Q615749,Tarn-et-Garonne,Balignac
Q632276,Maine-et-Loire,Fontevraud-l'Abbaye
Q387232,Maine-et-Loire,Savennières
Q387253,Lot,Pern
Q426715,Pas-de-Calais,Elnes
Q615710,Meurthe-et-Moselle,Bratte
Q387363,Hérault,Thézan-lès-Béziers
Q214739,Vosges,Saulxures-lès-Bulgnéville
Q615677,Haute-Garonne,Montesquieu-Lauragais
Q387430,Calvados,Vicques
Q632311,Vendée,Maillezais
Q387433,Seine-et-Marne,Villeparisis
Q616120,Aisne,Gizy
Q215155,Var,Fréjus
Q615820,Aisne,Verdilly
Q427567,Landes,Lubbon
Q427651,Aisne,Dizy-le-Gros
Q427867,Lozère,Arzenc-de-Randon
Q215529,Meuse,Nixéville-Blercourt
Q632295,Loire-Atlantique,Jans
Q632422,Haute-Savoie,Archamps
Q427278,Charente-Maritime,Virollet
Q632319,Rhône,Simandres
Q632428,Indre-et-Loire,Ballan-Miré
Q387231,Aisne,Maizy
Q632348,Nord,Bouchain
Q427434,Seine-Maritime,Toussaint
Q387447,Yvelines,Vélizy-Villacoublay
Q616211,Saône-et-Loire,Tintry
Q632331,Somme,Quevauvillers
Q632245,Eure,Pont-Saint-Pierre
Q386865,Meuse,Malancourt
Q632387,Nord,Bousies
Q387374,Oise,Lihus
Q215532,Yonne,Ronchères
Q427189,Nord,Beaumont-en-Cambrésis
Q387498,Alpes-Maritimes,La Brigue
Q616279,Savoie,Saint-Pierre-de-Belleville
Q632394,Puy-de-Dôme,Chanonat
Q616098,Ain,La Burbanche
Q632452,Puy-de-Dôme,Le Cendre
Q616467,Creuse,Mérinchal
Q216117,Bas-Rhin,Berg
Q427913,Gironde,Cazaugitat
Q215541,Meuse,Labeuville
Q615754,Manche,Lieusaint
Q215817,Landes,Onesse-Laharie
Q387478,Oise,Ansauvillers
Q215524,Meuse,Riaville
Q427911,Loire-Atlantique,La Chapelle-Glain
Q616543,Eure-et-Loir,Villemeux-sur-Eure
Q616548,Somme,Tilloloy
Q387501,Haute-Marne,Champigny-sous-Varennes
Q428084,Aisne,Barenton-sur-Serre
Q632438,Landes,Grenade-sur-l'Adour
Q632474,Eure-et-Loir,Bouglainval
Q632481,Manche,La Haye-Pesnel
Q215535,Vosges,Mortagne
Q616607,Var,Comps-sur-Artuby
Q427842,Haute-Savoie,Cernex
Q616231,Loire,Véranne
Q427949,Saône-et-Loire,Jully-lès-Buxy
Q632445,Landes,Mimizan
Q616504,Nièvre,Marigny-sur-Yonne
Q632443,Cher,Châteauneuf-sur-Cher
Q427546,Aisne,Retheuil
Q632431,Lozère,Le Collet-de-Dèze
Q428032,Seine-et-Marne,Fontains
Q616565,Gers,Beaumont
Q632423,Somme,Beaucourt-sur-l'Hallue
Q632598,Haute-Savoie,Lullin
Q387551,Cher,Saint-Just
Q216270,Landes,Cauna
Q216280,Hérault,Frontignan
Q215545,Meuse,Watronville
Q216335,Landes,Lacajunte
Q632612,Aveyron,La Couvertoirade
Q428053,Haute-Garonne,Ségreville
Q387650,Ain,Polliat
Q632434,Eure,Bouafles
Q428144,Eure-et-Loir,Mézières-en-Drouais
Q616668,Indre,Pouligny-Saint-Pierre
Q632541,Haute-Vienne,Solignac
Q428205,Pas-de-Calais,Pronville-en-Artois
Q616766,Hautes-Pyrénées,Moulédous
Q616797,Sarthe,Saint-Denis-des-Coudrais
Q387780,Manche,Saint-Jean-de-la-Rivière
Q387821,Meurthe-et-Moselle,Dombasle-sur-Meurthe
Q632455,Drôme,Rochefort-Samson
Q616534,Doubs,Amagney
Q428302,Gard,Saint-Jean-du-Pin
Q387879,Meurthe-et-Moselle,Brémoncourt
Q428333,Bouches-du-Rhône,Lançon-Provence
Q387833,Meurthe-et-Moselle,Bouzanville
Q387570,Jura,Rouffange
Q632711,Morbihan,Le Faouët
Q387945,Meurthe-et-Moselle,Crévic
Q616389,Seine-et-Marne,Bougligny
Q428221,Indre,Jeu-Maloches
Q387630,Seine-Saint-Denis,Sevran
Q427976,Aude,La Palme
Q387883,Seine-et-Marne,Montcourt-Fromonville
Q616652,Marne,Reims-la-Brûlée
Q387642,Loire,Firminy
Q632779,Loire,Saint-Sauveur-en-Rue
Q632625,Landes,Herm
Q617127,Jura,Crotenay
Q616881,Vendée,Venansault
Q616889,Seine-et-Marne,Marolles-sur-Seine
Q216680,Meuse,Hévilliers
Q428149,Aube,Praslin
Q616789,Oise,Parnes
Q216544,Ille-et-Vilaine,Gaël
Q216540,Ille-et-Vilaine,Romagné
Q216646,Ille-et-Vilaine,Saint-Coulomb
Q428590,Eure,Saint-Sulpice-de-Grimbouville
Q253370,Gers,Lombez
Q616818,Haute-Garonne,Clermont-le-Fort
Q616835,Gers,Sainte-Anne
Q216405,Finistère,Moëlan-sur-Mer
Q632584,Essonne,Morsang-sur-Seine
Q387815,Côtes-d'Armor,Plourivo
Q216677,Ille-et-Vilaine,Trans-la-Forêt
Q428207,Gers,Montesquiou
Q216397,Vosges,Barville
Q621982,Puy-de-Dôme,Aix-la-Fayette
Q387734,Haute-Garonne,Lestelle-de-Saint-Martory
Q428594,Nord,Cysoing
Q429102,Alpes-Maritimes,La Gaude
Q253396,Eure-et-Loir,Dancy
Q216609,Côtes-d'Armor,Le Hinglé
Q632822,Nord,Bourbourg
Q616845,Loiret,Saint-Martin-sur-Ocre
Q428436,Ille-et-Vilaine,La Ville-ès-Nonais
Q428643,Haute-Saône,Vadans
Q428626,Vendée,La Gaubretière
Q428865,Meurthe-et-Moselle,Manonviller
Q632608,Aveyron,La Cavalerie
Q428546,Pas-de-Calais,Lozinghem
Q632808,Nord,Landrecies
Q428825,Loir-et-Cher,Tourailles
Q632539,Somme,Regnière-Écluse
Q428707,Haute-Loire,Connangles
Q622417,Hérault,Saint-Pons-de-Thomières
Q216496,Meuse,Tilly-sur-Meuse
Q616670,Doubs,Fessevillers
Q274567,Cantal,Barriac-les-Bosquets
Q216683,Vosges,Baudricourt
Q616860,Haut-Rhin,Eguenigue
Q616860,Territoire de Belfort,Eguenigue
Q616916,Jura,Asnans-Beauvoisin
Q617440,Allier,Trévol
Q621815,Haute-Saône,Apremont
Q622457,Finistère,Plouénan
Q429119,Saône-et-Loire,Saint-Gervais-sur-Couches
Q617345,Pas-de-Calais,Lottinghen
Q622422,Pyrénées-Orientales,Mont-Louis
Q617247,Lot-et-Garonne,Sainte-Colombe-de-Duras
Q253428,Val-de-Marne,La Queue-en-Brie
Q617625,Haute-Saône,Frahier-et-Chatebier
Q617312,Hautes-Pyrénées,Oléac-Dessus
Q274589,Haut-Rhin,Cernay
Q617577,Drôme,Érôme
Q622461,Finistère,Saint-Goazec
Q428847,Hautes-Pyrénées,Casterets
Q429273,Gironde,Morizès
Q617341,Doubs,Uzelle
Q617706,Aisne,Chigny
Q253554,Essonne,Viry-Châtillon
Q621826,Oise,Apremont
Q253856,Corse-du-Sud,Quenza
Q429271,Pyrénées-Orientales,Puyvalador
Q387969,Finistère,Loc-Eguiner
Q274588,Seine-et-Marne,Ozoir-la-Ferrière
Q253939,Seine-Saint-Denis,Pierrefitte-sur-Seine
Q274603,Pas-de-Calais,Éleu-dit-Leauwette
Q429120,Somme,Montigny-sur-l'Hallue
Q617757,Somme,Sainte-Segrée
Q429148,Haute-Corse,Moltifao
Q274610,Haut-Rhin,Illzach
Q274571,Haute-Saône,Éhuns
Q622453,Finistère,Rosnoën
Q253788,Corse-du-Sud,Giuncheto
Q429411,Haut-Rhin,Uffholtz
Q429363,Puy-de-Dôme,Saint-Hérent
Q617507,Seine-et-Marne,Courchamp
Q253874,Corse-du-Sud,Pietrosella
Q622455,Finistère,Trézilidé
Q253949,Corse-du-Sud,Ucciani
Q254046,Ardennes,This
Q429644,Loir-et-Cher,Cour-sur-Loire
Q429665,Puy-de-Dôme,Seychalles
Q429357,Lot,Bannes
Q254135,Seine-et-Marne,Mons-en-Montois
Q429153,Ardennes,Mars-sous-Bourcq
Q429600,Somme,Moyenneville
Q254243,Seine-et-Marne,Mary-sur-Marne
Q622459,Finistère,Saint-Coulitz
Q622478,Finistère,Mellac
Q429419,Somme,Morcourt
Q618027,Sarthe,Teloché
Q618034,Loire-Atlantique,Le Gâvre
Q274624,Cantal,Trizac
Q254398,Seine-et-Marne,Seine-Port
Q429465,Haute-Garonne,Odars
Q622475,Côtes-d'Armor,Trélévern
Q274619,Indre-et-Loire,Chenonceaux
Q622481,Finistère,Plouégat-Moysan
Q274648,Ain,Jasseron
Q617764,Orne,Bazoches-au-Houlme
Q620832,Doubs,Appenans
Q429333,Seine-Maritime,Belmesnil
Q622480,Finistère,Tréflaouénan
Q274659,Aisne,Joncourt
Q254519,Seine-et-Marne,Bagneaux-sur-Loing
Q253631,Corse-du-Sud,Casalabriva
Q253721,Hauts-de-Seine,Malakoff
Q621065,Oise,Appilly
Q274675,Cantal,Saint-Vincent-de-Salers
Q254098,Corse-du-Sud,Rosazia
Q254268,Haute-Saône,Lieucourt
Q254151,Corse-du-Sud,Cardo-Torgia
Q622465,Finistère,Saint-Hernin
Q254126,Hautes-Pyrénées,Lassales
Q429745,Pas-de-Calais,Lapugnoy
Q622477,Finistère,Peumerit
Q274607,Haute-Loire,Charraix
Q274622,Ardèche,Bessas
Q429880,Charente,Combiers
Q622483,Finistère,Mespaul
Q254066,Puy-de-Dôme,Beaulieu
Q617681,Haute-Garonne,Caujac
Q617689,Côtes-d'Armor,Troguéry
Q274688,Haut-Rhin,Baldersheim
Q429452,Somme,Morchain
Q274651,Yvelines,Vicq
Q622485,Finistère,Plouider
Q622486,Finistère,Mahalon
Q617864,Vendée,Rocheservière
Q617980,Meurthe-et-Moselle,Limey-Remenauville
Q274683,Allier,Abrest
Q622473,Finistère,Plouezoc'h
Q254512,Seine-et-Marne,Chailly-en-Brie
Q429428,Somme,Nampty
Q254934,Gironde,Bouliac
Q622693,Dordogne,Saint-Pierre-de-Frugie
Q254829,Pyrénées-Orientales,Collioure
Q429860,Landes,Seignosse
Q622501,Finistère,Tréglonou
Q250614,Ardèche,Meyras
Q634970,Ille-et-Vilaine,Melesse
