wikidata,department_label,commune_label
Q1085337,Aube,Chapelle-Vallon
Q1069602,Isère,Diémoz
Q977463,Oise,Les Ageux
Q977268,Creuse,Saint-Silvain-Bas-le-Roc
Q1088766,Haute-Vienne,Tersannes
Q1088725,Ardennes,Leffincourt
Q1087834,Corse-du-Sud,Azzana
Q1087804,Haute-Vienne,Saint-Vitte-sur-Briance
Q1069630,Isère,Bresson
Q1069638,Isère,Le Bouchage
Q977611,Charente,Vouthon
Q1046475,Pas-de-Calais,Ergny
Q1087818,Haute-Corse,Corbara
Q1087862,Haute-Corse,Castiglione
Q1069612,Isère,Avignonet
Q1087825,Ariège,Labatut
Q1087897,Corse-du-Sud,Marignana
Q1085418,Aube,Auxon
Q1087855,Haute-Corse,Chisa
Q1087827,Haute-Corse,Casanova
Q1088833,Haute-Vienne,Séreilhac
Q1087921,Haute-Corse,Barbaggio
Q977683,Oise,Beaulieu-les-Fontaines
Q1085407,Aube,Avant-lès-Marcilly
Q1085378,Aube,Argançon
Q1087917,Aube,Lignières
Q1069668,Isère,Les Adrets
Q1087902,Aube,Fresnay
Q1085398,Aube,Barberey-Saint-Sulpice
Q1088729,Haute-Garonne,Artigue
Q1046621,Ille-et-Vilaine,Pleine-Fougères
Q1089280,Cher,Léré
Q1069595,Isère,Charantonnay
Q1088929,Haute-Vienne,Saint-Georges-les-Landes
Q1087868,Haute-Vienne,Saint-Denis-des-Murs
Q1073305,Eure,Le Cormier
Q977694,Saône-et-Loire,Montcony
Q1046596,Somme,Bellancourt
Q1069684,Isère,Corrençon-en-Vercors
Q1069661,Indre-et-Loire,Azay-sur-Cher
Q1085461,Aube,Lévigny
Q1069583,Indre-et-Loire,Avon-les-Roches
Q1089007,Haute-Vienne,Saint-Bonnet-de-Bellac
Q1087903,Haute-Corse,Castifao
Q1089141,Ardennes,Inaumont
Q1085368,Aube,Avirey-Lingey
Q1046601,Nord,Bellignies
Q1046693,Puy-de-Dôme,Aubusson-d'Auvergne
Q1046610,Nord,Bérelles
Q1046514,Nord,Bazuel
Q1087879,Corse-du-Sud,Cannelle
Q1069676,Isère,Champ-sur-Drac
Q1089310,Ardennes,Champlin
Q1085451,Aube,Avant-lès-Ramerupt
Q1046699,Puy-de-Dôme,Espinasse
Q1085388,Aube,Bouy-Luxembourg
Q1069650,Isère,Le Champ-près-Froges
Q1085347,Aube,Aulnay
Q1073315,Eure,Nojeon-en-Vexin
Q1089084,Haute-Vienne,Saint-Sulpice-les-Feuilles
Q1085440,Aube,Arrelles
Q1073367,Hérault,Ceyras
Q1088735,Haute-Garonne,Carbonne
Q1069830,Isère,Meyrié
Q1069816,Isère,Meyssiez
Q1073313,Eure-et-Loir,Francourville
Q1046724,Meurthe-et-Moselle,Saint-Rémy-aux-Bois
Q1046719,Meurthe-et-Moselle,Reherrey
Q1069745,Isère,Saint-Égrève
Q1085429,Aube,Chaumesnil
Q1069782,Isère,La Combe-de-Lancey
Q1099402,Meurthe-et-Moselle,Ochey
Q1085472,Aube,Avon-la-Pèze
Q1089409,Ardennes,Fléville
Q1046708,Meuse,Blanzée
Q1089632,Somme,Ligescourt
Q1089170,Ardennes,Joigny-sur-Meuse
Q1073321,Eure,Jumelles
Q1089684,Oise,Crillon
Q1089703,Somme,Harponville
Q1046687,Puy-de-Dôme,Buxières-sous-Montaigut
Q1046715,Puy-de-Dôme,Ceilloux
Q1069838,Isère,Champagnier
Q1089391,Aude,Ladern-sur-Lauquet
Q1099097,Nord,Hantay
Q1046679,Nord,Amfroipret
Q1069854,Isère,Cour-et-Buis
Q1099019,Charente-Maritime,Les Éduts
Q1046850,Puy-de-Dôme,Grandeyrolles
Q1073357,Eure,Flipou
Q1073385,Eure-et-Loir,Cintray
Q1046733,Meurthe-et-Moselle,Merviller
Q1089320,Oise,Le Hamel
Q1099027,Indre-et-Loire,La Croix-en-Touraine
Q1073328,Eure,Pressagny-l'Orgueilleux
Q1046753,Puy-de-Dôme,Bouzel
Q1099211,Nord,Lallaing
Q1046743,Puy-de-Dôme,Château-sur-Cher
Q1089712,Oise,Bulles
Q1046773,Puy-de-Dôme,Cisternes-la-Forêt
Q1073383,Eure,Marbeuf
Q1089674,Somme,Cerisy-Buleux
Q1089689,Vaucluse,Villars
Q1069916,Indre,Coings
Q1073339,Eure,Coudres
Q1046738,Meurthe-et-Moselle,Seranville
Q1099422,Nord,Neuville-en-Ferrain
Q1089758,Alpes-Maritimes,Drap
Q1073393,Eure,Mesnil-sur-l'Estrée
Q1069696,Isère,Entre-deux-Guiers
Q1099811,Nord,Lesdain
Q1073402,Eure,Feuguerolles
Q1073375,Eure,Miserey
Q1073417,Eure,Igoville
Q1073384,Eure,Sacquenville
Q1073403,Eure,Rouge-Perriers
Q1089772,Oise,Hannaches
Q1099419,Meurthe-et-Moselle,Pulligny
Q1099553,Nord,Lambres-lez-Douai
Q1046855,Puy-de-Dôme,Saint-Germain-l'Herm
Q1073422,Eure,Nogent-le-Sec
Q1069872,Isère,Clavans-en-Haut-Oisans
Q1089707,Somme,Hallivillers
Q1046999,Haute-Garonne,Azas
Q1089815,Somme,Bus-la-Mésière
Q1089759,Vaucluse,Modène
Q1099476,Nord,Raimbeaucourt
Q1046892,Puy-de-Dôme,Saint-Sauves-d'Auvergne
Q1103648,Marne,Mailly-Champagne
Q1099600,Nord,Marpent
Q1046874,Puy-de-Dôme,Valbeleix
Q1046898,Puy-de-Dôme,Saint-Pierre-la-Bourlhonne
Q1099426,Nord,Masny
Q1103674,Marne,Venteuil
Q1069844,Isère,Longechenal
Q1103565,Nord,Haulchin
Q1103573,Marne,Flavigny
Q1103583,Manche,Saint-Aubin-des-Préaux
Q1046861,Puy-de-Dôme,Chas
Q1069864,Isère,Brié-et-Angonnes
Q1046929,Nord,Bavinchove
Q1099801,Meurthe-et-Moselle,Landremont
Q1099825,Meurthe-et-Moselle,Manoncourt-en-Woëvre
Q1046785,Orne,Cisai-Saint-Aubin
Q1089779,Oise,Francastel
Q1073394,Eure,Saint-Christophe-sur-Condé
Q1089790,Vaucluse,Travaillan
Q1073465,Eure-et-Loir,Chapelle-Royale
Q1046977,Nord,Bollezeele
Q1069903,Indre-et-Loire,Azay-sur-Indre
Q1089751,Hautes-Alpes,Saint-Martin-de-Queyrières
Q1047022,Pyrénées-Orientales,Baillestavy
Q1089844,Somme,Cantigny
Q1047012,Gers,Juilles
Q1073483,Eure-et-Loir,Alluyes
Q1073491,Eure-et-Loir,Champrond-en-Perchet
Q1089855,Oise,Francières
Q1103755,Maine-et-Loire,Bouchemaine
Q1073407,Eure,Saint-Antonin-de-Sommaire
Q1073475,Eure-et-Loir,Briconville
Q1073510,Eure-et-Loir,Billancelles
Q1073533,Eure-et-Loir,Cernay
Q1089857,Somme,Bécordel-Bécourt
Q1089766,Somme,Hancourt
Q1099835,Nord,Ramillies
Q1089900,Somme,Hardecourt-aux-Bois
Q1047032,Gers,Galiax
Q1073456,Eure,Morgny
Q1073444,Hérault,Assignan
Q1103661,Marne,Trois-Fontaines-l'Abbaye
Q1103706,Maine-et-Loire,Épieds
Q1103869,Essonne,Avrainville
Q1099832,Nord,Noyelles-sur-Sambre
Q1103952,Lot-et-Garonne,Tournon-d'Agenais
Q1047115,Gers,Idrac-Respaillès
Q1073539,Eure-et-Loir,Baigneaux
Q1099846,Nord,Les Rues-des-Vignes
Q1103593,Marne,Janvry
Q1073500,Eure-et-Loir,Chapelle-Guillaume
Q1089981,Somme,Cappy
Q1099865,Nord,Inchy
Q1047054,Ariège,Arrien-en-Bethmale
Q1103938,Lot-et-Garonne,Le Temple-sur-Lot
Q1103695,Nord,Féchain
Q1047123,Gers,Dému
Q1090070,Somme,Cahon
Q1073413,Eure,Saint-Cyr-la-Campagne
Q1047171,Haute-Garonne,Balma
Q1103933,Manche,Montcuit
Q1047148,Ariège,Antras
Q1099812,Meurthe-et-Moselle,Lalœuf
Q1103787,Nord,Forest-sur-Marque
Q1047225,Moselle,Murville
Q1047225,Meurthe-et-Moselle,Murville
Q1099874,Hautes-Pyrénées,Tournay
Q1047183,Puy-de-Dôme,Égliseneuve-des-Liards
Q1090120,Somme,Berneuil
Q1073471,Eure-et-Loir,Bréchamps
Q1047191,Puy-de-Dôme,Ternant-les-Eaux
Q1099940,Mayenne,Saint-Thomas-de-Courceriers
Q1089938,Somme,Brouchy
Q1073552,Eure,Renneville
Q1073546,Eure-et-Loir,Allonnes
Q1099839,Orne,Joué-du-Plain
Q1073696,Eure,Mesnil-Verclives
Q1099914,Nièvre,Glux-en-Glenne
Q1090126,Somme,Bus-lès-Artois
Q1104017,Lot-et-Garonne,Tombebœuf
Q1089947,Somme,Bertangles
Q1099962,Nièvre,Germenay
Q1099958,Nord,Rejet-de-Beaulieu
Q1047232,Meurthe-et-Moselle,Vaucourt
Q1073545,Eure,Quittebeuf
Q1073714,Eure,Reuilly
Q1047248,Meurthe-et-Moselle,Remoncourt
Q1100035,Nord,Louvignies-Quesnoy
Q1090074,Somme,Berny-en-Santerre
Q1073554,Eure-et-Loir,Blandainville
Q1047160,Aude,Ricaud
Q1100100,Nord,Saulzoir
Q1100103,Mayenne,Trans
Q1104011,Mayenne,Couptrain
Q1103994,Lot-et-Garonne,Tourtrès
Q1047315,Meurthe-et-Moselle,Veney
Q1103978,Oise,Belle-Église
Q1103953,Essonne,Étiolles
Q1100082,Nord,Mœuvres
Q1104014,Manche,Saint-Denis-le-Vêtu
Q1108559,Lot-et-Garonne,Grateloup-Saint-Gayrand
Q1090083,Somme,Buigny-lès-Gamaches
Q1108544,Lot-et-Garonne,Saint-Barthélemy-d'Agenais
Q1047133,Ariège,Montaut
Q1047143,Gers,Beaupuy
Q1100112,Mayenne,Villiers-Charlemagne
Q1047335,Meurthe-et-Moselle,Moriviller
Q1047295,Meuse,Burey-la-Côte
Q1104020,Mayenne,Cosmes
Q1100144,Mayenne,Voutré
Q1099892,Orne,Mortrée
Q1073748,Eure,Notre-Dame-du-Hamel
Q1090030,Somme,Brutelles
Q1073588,Eure,Perriers-sur-Andelle
Q1047198,Puy-de-Dôme,Le Breuil-sur-Couze
Q1104023,Lot-et-Garonne,Villefranche-du-Queyran
Q1047177,Puy-de-Dôme,Blot-l'Église
Q1073691,Eure,Portes
Q1100092,Nièvre,Germigny-sur-Loire
Q1073702,Eure,Rouvray
Q1047378,Meurthe-et-Moselle,Puxe
Q1047378,Moselle,Puxe
Q1100122,Mayenne,Saint-Baudelle
Q1047272,Meurthe-et-Moselle,Mercy-le-Haut
Q1047272,Moselle,Mercy-le-Haut
Q1108611,Landes,Saint-Aubin
Q1104027,Lot-et-Garonne,Villeneuve-de-Duras
Q1100174,Mayenne,Saulges
Q1104037,Lot-et-Garonne,Thézac
Q1108735,Nièvre,Lucenay-lès-Aix
Q1047383,Meuse,Béthincourt
Q1073761,Eure,Piseux
Q1100157,Mayenne,Saint-Michel-de-la-Roë
Q1104050,Nord,Camphin-en-Carembault
Q1073774,Eure,Vieux-Port
Q1047407,Meurthe-et-Moselle,Vého
Q1104043,Maine-et-Loire,Bégrolles-en-Mauges
Q1108551,Lot-et-Garonne,Saint-Antoine-de-Ficalba
Q1047391,Meurthe-et-Moselle,Villette
Q1104044,Nord,Cappelle-Brouck
Q1073872,Nord,Estrun
Q1108593,Landes,Saint-André-de-Seignanx
Q1104067,Maine-et-Loire,Challain-la-Potherie
Q1104083,Maine-et-Loire,Carbay
Q1073913,Eure,Lilly
Q1104051,Maine-et-Loire,Bourg-l'Évêque
Q1100166,Mayenne,Saint-Cyr-en-Pail
Q1074018,Eure,Mesnil-sous-Vienne
Q1108629,Landes,Gouts
Q1073708,Eure,Saint-Aubin-sur-Quillebeuf
Q1073898,Nord,Boussières-en-Cambrésis
Q1100190,Nord,Sars-Poteries
Q1104032,Mayenne,Hardanges
Q1047415,Meuse,Braquis
Q1047495,Moselle,Mouaville
Q1047495,Meurthe-et-Moselle,Mouaville
Q1047420,Hautes-Pyrénées,Arrodets
Q1073853,Nord,Bousignies-sur-Roc
Q1100199,Mayenne,Vaiges
Q1100185,Mayenne,Sacé
Q1108786,Var,Mons
Q1073797,Eure,Ménilles
Q1047438,Meuse,Chardogne
Q1047457,Meurthe-et-Moselle,Tucquegnieux
Q1047457,Moselle,Tucquegnieux
Q1073809,Eure,Martainville
Q1047400,Meurthe-et-Moselle,Pexonne
Q1100160,Mayenne,Saint-Ellier-du-Maine
Q1104064,Maine-et-Loire,Baracé
Q1108817,Vendée,Bazoges-en-Paillers
Q1104137,Maine-et-Loire,Allonnes
Q1100235,Nord,Saint-Benin
Q1047563,Orne,Aunay-les-Bois
Q1047571,Oise,Chelles
Q1100193,Mayenne,Saint-Ouën-des-Toits
Q1108773,Seine-Maritime,Tôtes
Q1074026,Eure,Le Mesnil-Fuguet
Q1108816,Nièvre,Guérigny
Q1104174,Maine-et-Loire,Cantenay-Épinard
Q1047719,Nord,Hem
Q1100124,Mayenne,Saint-Aignan-de-Couptrain
Q1100283,Mayenne,Saint-Léger
Q1109503,Corse-du-Sud,Sant'Andréa-d'Orcino
Q1104099,Maine-et-Loire,La Breille-les-Pins
Q1104104,Maine-et-Loire,Angrie
Q1108744,Nièvre,Fleury-sur-Loire
Q1109011,Vendée,Le Bernard
Q1100414,Nord,Taisnières-sur-Hon
Q1073937,Eure,Manneville-sur-Risle
Q1073833,Eure,Saint-Victor-de-Chrétienville
Q1074053,Eure,Mesnil-Rousset
Q1074033,Eure,Lignerolles
Q1100293,Mayenne,Saint-Denis-de-Gastines
Q1104056,Maine-et-Loire,Aubigné-sur-Layon
Q1104167,Vendée,La Chaize-le-Vicomte
Q1109491,Haute-Corse,Felce
Q1100267,Mayenne,Ravigny
Q1074039,Eure,Manneville-la-Raoult
Q1104188,Lot-et-Garonne,Villeréal
Q1108781,Nièvre,Héry
Q1100272,Mayenne,Neuilly-le-Vendin
Q1074096,Eure,Mercey
Q1047746,Puy-de-Dôme,Charensat
Q1100246,Nord,Reumont
Q1109512,Loire,Parigny
Q1047512,Orne,Les Aspres
Q1100346,Nord,Pont-sur-Sambre
Q1100296,Mayenne,Saint-Germain-d'Anxure
Q1109529,Haute-Corse,Perelli
Q1047522,Oise,Daméraucourt
Q1104199,Lot-et-Garonne,Grézet-Cavagnan
Q1104193,Lot-et-Garonne,Sauveterre-Saint-Denis
Q1104204,Lot-et-Garonne,Saint-Eutrope-de-Born
Q1104177,Maine-et-Loire,Blou
Q1047760,Meuse,Beaulieu-en-Argonne
Q1104215,Lot-et-Garonne,Saint-Nicolas-de-la-Balerme
Q1109535,Yonne,Saint-Georges-sur-Baulche
Q1047476,Meurthe-et-Moselle,Moyen
Q1100315,Nord,Jenlain
Q1047591,Orne,La Chapelle-Montligeon
Q1074208,Eure,Fontaine-Bellenger
Q1074044,Eure,Malouy
Q1100181,Nord,Semousies
Q1047537,Orne,Aube
Q1100479,Nord,Wargnies-le-Petit
Q1074137,Eure,Mandres
Q1104053,Mayenne,Le Housseau-Brétignolles
Q1047781,Puy-de-Dôme,Celles-sur-Durolle
Q1100460,Puy-de-Dôme,Murat-le-Quaire
Q1104270,Lot-et-Garonne,Verteuil-d'Agenais
Q1074122,Eure,Merey
Q1074104,Eure,Longchamps
Q1047812,Hautes-Pyrénées,Bulan
Q1100513,Nord,Thun-l'Évêque
Q1104307,Lot-et-Garonne,Saint-Martin-de-Beauville
Q1074075,Eure,Lorleau
Q1100714,Nord,Saint-Hilaire-lez-Cambrai
Q1104183,Lot-et-Garonne,Gavaudun
Q1100702,Mayenne,Saint-Denis-d'Anjou
Q1109521,Loire,Saint-Germain-Laval
Q1109536,Haute-Corse,Poggio-di-Venaco
Q1108916,Vendée,La Boissière-de-Montaigu
Q1100663,Mayenne,Le Pas
Q1104245,Lot-et-Garonne,Escassefort
Q1047803,Puy-de-Dôme,Les Ancizes-Comps
Q1100679,Mayenne,Montigné-le-Brillant
Q1109550,Corse-du-Sud,Sollacaro
Q1109554,Haute-Loire,Lavoûte-sur-Loire
Q1100486,Nièvre,La Machine
Q1104298,Lot-et-Garonne,Poudenas
Q1104229,Lot-et-Garonne,Saint-Pierre-de-Clairac
Q1109570,Haute-Corse,Ortiporio
Q1047751,Puy-de-Dôme,Chappes
Q1104260,Lot-et-Garonne,Trentels
Q1104332,Lot-et-Garonne,Marcellus
Q1100496,Mayenne,Thubœuf
Q1109584,Corse-du-Sud,Mela
Q1074169,Eure,Honguemare-Guenouville
Q1074198,Eure,Irreville
Q1074392,Eure,Freneuse-sur-Risle
Q1100733,Mayenne,Saint-Calais-du-Désert
Q1047870,Meurthe-et-Moselle,Mignéville
Q1047831,Meurthe-et-Moselle,Pierre-Percée
Q1074229,Eure,Houville-en-Vexin
Q1047849,Puy-de-Dôme,Grandrif
Q1074368,Eure,Fresne-Cauverville
Q1109634,Corse-du-Sud,Lecci
Q1047775,Puy-de-Dôme,Anzat-le-Luguet
Q1109658,Corse-du-Sud,Zérubia
Q1100674,Mayenne,Parné-sur-Roc
Q1047861,Puy-de-Dôme,Beauregard-Vendon
Q1047789,Puy-de-Dôme,Ars-les-Favets
Q1104282,Lot-et-Garonne,Saint-Robert
Q1100505,Mayenne,Saint-Mars-sur-Colmont
Q1100722,Mayenne,Saint-Cyr-le-Gravelais
Q1109614,Corse-du-Sud,Coti-Chiavari
Q1074376,Eure,Fontaine-l'Abbé
Q1100744,Nord,Wambaix
Q1104326,Maine-et-Loire,La Chapelle-Saint-Laud
Q1104308,Vendée,La Caillère-Saint-Hilaire
Q1048039,Meuse,Buxières-sous-les-Côtes
Q1104360,Lot-et-Garonne,Labastide-Castel-Amouroux
Q1047929,Puy-de-Dôme,La Godivelle
Q1047889,Puy-de-Dôme,Saint-Gervazy
Q1109557,Haute-Corse,Omessa
Q1047880,Puy-de-Dôme,Valz-sous-Châteauneuf
Q1104285,Vendée,Givrand
Q1104322,Lot-et-Garonne,Saint-Vite
Q1109625,Haute-Corse,Parata
Q1100746,Mayenne,Saint-Jean-sur-Mayenne
Q1048050,Meuse,Buzy-Darmont
Q1109689,Corse-du-Sud,Poggiolo
Q1100738,Mayenne,Saint-Poix
Q1109744,Haute-Corse,Poggio-di-Nazza
Q1074383,Eure,Gauville-la-Campagne
Q1100821,Nord,Mazinghien
Q1104341,Lot-et-Garonne,Layrac
Q1109830,Haute-Corse,Erbajolo
Q1100692,Mayenne,Neau
Q1074439,Aisne,Vézaponin
Q1074446,Aisne,Coulonges-Cohan
Q1109860,Corse-du-Sud,Soccia
Q1100865,Haute-Marne,Eurville-Bienville
Q1074441,Eure,Guerny
Q1100837,Nièvre,Dornecy
Q1048138,Meurthe-et-Moselle,Vitrimont
Q1109821,Haute-Corse,Piedicroce
Q1100853,Haute-Marne,Esnouveaux
Q1047908,Meurthe-et-Moselle,Pettonville
Q1100877,Haute-Marne,Giey-sur-Aujon
Q1074433,Eure,Léry
Q1104370,Aube,Vougrey
Q1104374,Lot-et-Garonne,Saint-Maurin
Q1104391,Aube,Plessis-Barbuise
Q1048028,Puy-de-Dôme,La Forie
Q1048017,Puy-de-Dôme,Bulhon
Q1104424,Aube,Montmartin-le-Haut
Q1104347,Lot-et-Garonne,Labretonie
Q1074514,Eure,Fontaine-la-Louvet
Q1109595,Haute-Loire,Mazeyrat-d'Allier
Q1104411,Aube,Ruvigny
Q1104442,Aube,Petit-Mesnil
Q1104396,Vendée,L'Herbergement
Q1100892,Haute-Marne,Germainvilliers
Q1074492,Eure,Grosley-sur-Risle
Q1074556,Ille-et-Vilaine,Landujan
Q1048436,Meurthe-et-Moselle,Vennezey
Q1100895,Nièvre,Moissy-Moulinot
Q1104449,Lot-et-Garonne,Montpouillan
Q1104432,Lot-et-Garonne,Saint-Romain-le-Noble
Q1104425,Lot-et-Garonne,Dévillac
Q1048180,Hautes-Pyrénées,Angos
Q1109845,Corse-du-Sud,Zévaco
Q1104402,Vendée,Le Champ-Saint-Père
Q1109808,Isère,Saint-Savin
Q1109893,Isère,Le Percy
Q1100930,Haute-Marne,Cirey-lès-Mareilles
Q1074547,Ille-et-Vilaine,Martigné-Ferchaud
Q1048162,Meurthe-et-Moselle,Neufmaisons
Q1100886,Haute-Marne,Haute-Amance
Q1074452,Eure,Guiseniers
Q1104439,Lot-et-Garonne,Loubès-Bernac
Q1109918,Charente,Réparsac
Q1109715,Haute-Corse,Pioggiola
Q1078107,Haute-Vienne,Sainte-Anne-Saint-Priest
Q1100923,Haute-Marne,Doulevant-le-Château
Q1104444,Lot-et-Garonne,Montagnac-sur-Auvignon
Q1078129,Haute-Vienne,Javerdat
Q1048059,Puy-de-Dôme,Beauregard-l'Évêque
Q1074564,Ille-et-Vilaine,Monthault
Q1109880,Haute-Corse,Feliceto
Q1048118,Puy-de-Dôme,Saint-Babel
Q1048094,Meurthe-et-Moselle,Norroy-le-Sec
Q1048094,Moselle,Norroy-le-Sec
Q1074574,Ille-et-Vilaine,Lieuron
Q1048412,Meuse,Champneuville
Q1104484,Lot-et-Garonne,Saint-Pardoux-du-Breuil
Q1074602,Ille-et-Vilaine,Meillac
Q1048216,Puy-de-Dôme,Saint-Sauveur-la-Sagne
Q1100942,Haute-Marne,Doulevant-le-Petit
Q1100908,Meurthe-et-Moselle,Saulnes
Q1100908,Moselle,Saulnes
Q1100937,Haute-Marne,Buxières-lès-Villiers
Q1104476,Aube,Vaucogne
Q1048198,Meurthe-et-Moselle,Pannes
Q1100899,Nièvre,Monceaux-le-Comte
Q1100917,Nièvre,Flez-Cuzy
Q1109951,Hautes-Pyrénées,Oroix
Q1100954,Haute-Marne,Colmier-le-Bas
Q1078070,Dordogne,Mauzens-et-Miremont
Q1074611,Ille-et-Vilaine,Gennes-sur-Seiche
Q1109908,Isère,Saint-Honoré
Q1074583,Ille-et-Vilaine,Mézières-sur-Couesnon
Q1104456,Aube,Villemorien
Q1104460,Lot-et-Garonne,Monbahus
Q1100960,Haute-Marne,Daillecourt
Q1074454,Aisne,Mayot
Q1074541,Ille-et-Vilaine,Plesder
Q1104499,Lot,Pontcirq
Q1078193,Dordogne,Saint-Martial-de-Nabirat
Q1110038,Lot-et-Garonne,Lédat
Q1109998,Oise,Senots
Q1109940,Oise,Omécourt
Q1074535,Eure,Heuqueville
Q1074594,Ille-et-Vilaine,Roz-sur-Couesnon
Q1078149,Dordogne,Lembras
Q1078086,Essonne,Nainville-les-Roches
Q1074650,Ille-et-Vilaine,Guignen
Q1078253,Haute-Vienne,Linards
Q1048405,Moselle,Olley
Q1048405,Meurthe-et-Moselle,Olley
Q1074663,Ille-et-Vilaine,Laignelet
Q1078115,Dordogne,Ménesplet
Q1101001,Haute-Marne,Cirfontaines-en-Azois
Q1104452,Lot-et-Garonne,Durance
Q1110110,Charente-Maritime,Bedenac
Q1100974,Haute-Marne,Ceffonds
Q1110124,Pyrénées-Orientales,Corbère-les-Cabanes
Q1104475,Lot-et-Garonne,Parranquet
Q1078251,Essonne,Prunay-sur-Essonne
Q1100981,Haute-Marne,Changey
Q1100948,Haute-Marne,Dancevoir
Q1074627,Ille-et-Vilaine,Quédillac
Q1074675,Eure,Heudebouville
Q1104529,Aube,Poivres
Q1110063,Lot-et-Garonne,Laplume
Q1104495,Aube,Molins-sur-Aube
Q1110142,Pyrénées-Orientales,Villeneuve-de-la-Raho
Q1104538,Aube,Montsuzain
Q1104530,Lot,Pomarède
Q1074657,Ille-et-Vilaine,Princé
Q1074652,Eure,Le Fidelaire
Q1104510,Vendée,Damvix
Q1101010,Haute-Marne,Chancenay
Q1074703,Eure,Ferrières-Haut-Clocher
Q1078527,Charente-Maritime,Clérac
Q1078578,Charente-Maritime,Fontcouverte
Q1078369,Essonne,Saint-Escobille
Q1078403,Dordogne,Mazeyrolles
Q1110218,Pyrénées-Orientales,Espira-de-l'Agly
Q1074701,Eure,Heubécourt-Haricourt
Q1078491,Dordogne,Nabirat
Q1104605,Lot,Pescadoires
Q1100993,Haute-Marne,Cuves
Q1016135,Creuse,Naillat
Q1078494,Dordogne,Montrem
Q1110211,Pyrénées-Orientales,Bélesta
Q1101254,Meurthe-et-Moselle,Minorville
Q1078571,Charente-Maritime,Aumagne
Q1078397,Haute-Vienne,Saint-Amand-Magnazeix
Q1104626,Aube,Lagesse
Q1101017,Haute-Marne,Chalvraines
Q1110114,Pyrénées-Orientales,Les Angles
Q1104651,Aube,Longeville-sur-Mogne
Q1110328,Seine-Maritime,Dancourt
Q1101162,Nord,Sancourt
Q1104631,Aube,Magnicourt
Q1110302,Seine-Maritime,Bois-Guilbert
Q1074686,Ille-et-Vilaine,Québriac
Q1078627,Haute-Vienne,Gajoubert
Q1110472,Seine-Maritime,Criquetot-l'Esneval
Q1104614,Aube,Mesnil-la-Comtesse
Q1110144,Corse-du-Sud,Serra-di-Ferro
Q1104578,Aube,Landreville
Q1074702,Ille-et-Vilaine,Lécousse
Q1104552,Aube,Saint-Benoist-sur-Vanne
Q1104560,Aube,Pougy
Q1078610,Charente-Maritime,Brie-sous-Mortagne
Q1101167,Nord,Saint-Saulve
Q1078563,Charente-Maritime,Brie-sous-Archiac
Q1110398,Seine-Maritime,Croisy-sur-Andelle
Q1104662,Aube,Lantages
Q1078599,Charente-Maritime,Archingeay
Q1016143,Charente-Maritime,Les Mathes
Q1078588,Charente-Maritime,Chaunac
Q1101245,Meurthe-et-Moselle,Martincourt
Q1104512,Aube,Nogent-sur-Aube
Q1101178,Nord,Vieux-Mesnil
Q1104656,Aube,Maupas
Q1104616,Nord,Brouckerque
Q1101029,Haute-Marne,Enfonvelle
Q1101312,Meurthe-et-Moselle,Gellenoncourt
Q1016154,Creuse,Sermur
Q1101307,Meurthe-et-Moselle,Laneuvelotte
Q1110239,Orne,Verrières
Q1110363,Seine-Maritime,Cuverville-sur-Yères
Q1104646,Aube,Grandville
Q1074667,Eure,Iville
Q1078628,Charente-Maritime,Clavette
Q1000236,Meurthe-et-Moselle,Haigneville
Q1078637,Charente-Maritime,Bernay-Saint-Martin
Q1016171,Creuse,Moutier-d'Ahun
Q1110132,Pyrénées-Orientales,Codalet
Q1000211,Aisne,Frières-Faillouël
Q1101354,Meurthe-et-Moselle,Malleloy
Q1110511,Lot-et-Garonne,Fréchou
Q1110467,Lot-et-Garonne,Saint-Sernin
Q1101360,Meurthe-et-Moselle,Lesménils
Q1101363,Meurthe-et-Moselle,Laneuveville-devant-Nancy
Q1078534,Charente-Maritime,Bords
Q1016181,Charente-Maritime,Charron
Q1101318,Nord,Petit-Fayt
Q1110500,Seine-Maritime,Cuy-Saint-Fiacre
Q1101255,Nord,Trith-Saint-Léger
Q1101319,Meurthe-et-Moselle,Millery
Q1101252,Meurthe-et-Moselle,Moncel-sur-Seille
Q1110566,Hautes-Pyrénées,Antist
Q1078739,Charente-Maritime,Chepniers
Q1101273,Meurthe-et-Moselle,Jeandelaincourt
Q1016202,Creuse,Saint-Martial-le-Vieux
Q1016164,Creuse,La Chapelle-Saint-Martial
Q1078659,Haute-Vienne,Dournazac
Q1000225,Meurthe-et-Moselle,Giraumont
Q1000225,Moselle,Giraumont
Q1101338,Meurthe-et-Moselle,Laneuveville-derrière-Foug
Q1110508,Corse-du-Sud,Olmiccia
Q1110594,Hautes-Pyrénées,Azet
Q1000244,Ardennes,Novion-Porcien
Q1000283,Puy-de-Dôme,Baffie
Q1016224,Creuse,La Chapelle-Baloue
Q1101403,Meurthe-et-Moselle,Eulmont
Q1101376,Nord,Villers-Pol
Q1078677,Charente-Maritime,Corignac
Q1016191,Creuse,Toulx-Sainte-Croix
Q1101371,Meurthe-et-Moselle,Mazerulles
Q1078724,Charente-Maritime,Cram-Chaban
Q1016282,Corrèze,Allassac
Q1078646,Charente-Maritime,Antezant-la-Chapelle
Q1078657,Charente-Maritime,Cierzac
Q1000248,Meurthe-et-Moselle,Haudonville
